Name,Index,Close,Var,indic1,indic2,indic3,indic4,indic5,indic6
ACCOR HOTELS,1261,20.75,-0.004796181,-0.2885931,-0.06660355,-0.4280924,-0.06665053,-0.06154903,-0.06413597
ACCOR HOTELS,1262,20.91,0.007710836,-0.1052339,0.001289597,-0.3864931,0.01262131,-0.03474644,-0.05085368
ACCOR HOTELS,1263,21.1,0.009086587,0.2621989,0.09498474,-0.3290845,0.09797025,-0.004125881,-0.03547946
ACCOR HOTELS,1264,20.9,-0.009478709,0.2607294,0.07893906,-0.3389159,-0.002481645,-0.0350308,-0.0502428
ACCOR HOTELS,1265,20.77,-0.006220056,0.2553652,0.03003594,-0.3688797,-0.06146787,-0.05408195,-0.05940448
ACCOR HOTELS,1266,20.94,0.008184886,0.4458649,0.05904358,-0.3511063,0.0218422,-0.02592603,-0.04540811
ACCOR HOTELS,1267,21.41,0.02244505,0.7229325,0.2213458,-0.2516609,0.2334292,0.04791963,-0.00858768
ACCOR HOTELS,1268,21.43,0.0009341643,0.8614662,0.257732,-0.1980846,0.2198047,0.04943107,-0.006904414
ACCOR HOTELS,1269,21.51,0.003733081,0.930733,0.252798,-0.1558822,0.2346178,0.06019488,-0.0006470565
ACCOR HOTELS,1270,21.14,-0.01720134,0.6785443,0.05036217,-0.2060721,0.04477867,0.0008212427,-0.02905568
ACCOR HOTELS,1271,20.93,-0.009933732,0.3896602,-0.1476295,-0.2716293,-0.05450096,-0.0317848,-0.04472223
